,category,type,primary_size,reducing_size,length,material_name,material_specification,material_grade,pressure_class,primary_schedule,reducing_schedule,manufacturing_process,end_finish,end_connections,trim,miscellaneous,confidence,original_text
114,fitting,tee,10.0,,,low_temp_carbon_steel,A420,WPL6,,80,,,beveled,BW,,ASME B16.9,0.9,"10 TEE , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-80"
115,flange,weld_neck,10.0,,,carbon_steel,A105,N,150,STD,,,raised_face,flanged,,ASME B16.5,0.9,"10 WELD NECK FLANGE , ASME B16.5 , CLASS 150 , RAISED-FACE FLANGED END , ASTM A105N ,- S-STD"
116,flange,weld_neck,10.0,,,stainless_steel,A182,F316/F316L,150,S-10S,,,raised_face,flanged,,ASME B16.5,1.0,"10 WELD NECK FLANGE , ASME B16.5 , CLASS 150 , RAISED-FACE FLANGED END , ASTM A182 GRADE F 316/F 316L S-10S"
117,flange,weld_neck,10.0,,,carbon_steel,A350,LF2,150,STD,,,raised_face,flanged,,"ASME B16.5, Class 1",0.9,"10 WELD NECK FLANGE , ASME B16.5 , CLASS 150 , RAISED-FACE FLANGED END , ASTM A350 GRADE LF2 CLASS 1 S-STD"
118,flange,weld_neck,10.0,,,stainless_steel,A182,F304/F304L,300,40S,,,raised_face,flanged,,ASME B16.5,1.0,"10 WELD NECK FLANGE , ASME B16.5 , CLASS 300 , RAISED-FACE FLANGED END , ASTM A182 GRADE F 304/F 304L S-40S"
119,flange,weld_neck,10.0,,,carbon_steel,A350,LF2,300,STD,,,raised_face,flanged,,class 1,0.9,"10 WELD NECK FLANGE , ASME B16.5 , CLASS 300 , RAISED-FACE FLANGED END , ASTM A350 GRADE LF2 CLASS 1 S-STD"
120,flange,weld_neck,10.0,,,stainless_steel,A182,F304/F304L,600,40S,,,raised_face,flanged,,ASME B16.5,1.0,"10 WELD NECK FLANGE , ASME B16.5 , CLASS 600 , RAISED-FACE FLANGED END , ASTM A182 GRADE F 304/F 304L S-40S"
121,flange,weld_neck,10.0,,,stainless_steel,A182,F304/F304L,600,80S,,,raised_face,flanged,,ASME B16.5,1.0,"10 WELD NECK FLANGE , ASME B16.5 , CLASS 600 , RAISED-FACE FLANGED END , ASTM A182 GRADE F 304/F 304L S-80S"
122,flange,weld_neck,10.0,,,carbon_steel,A350,LF2,600,STD,,,raised_face,flanged,,"ASME B16.5, Class 1",0.9,"10 WELD NECK FLANGE , ASME B16.5 , CLASS 600 , RAISED-FACE FLANGED END , ASTM A350 GRADE LF2 CLASS 1 S-STD"
123,fitting,45_degree_long_radius_elbow,10.0,,,carbon_steel,A234,WPB,,standard,,wrought,,butt_weld,,ASME 16.9,0.9,"10"" ELBOW 45D, LR, BW, ASME 16.9, WROUGHT STEEL, ASTM/ASME A/SA-234-WPB, SCH.STD"
124,fitting,90_degree_long_radius_elbow,10.0,,,carbon_steel,A234,WPB,,standard,,wrought,,butt_weld,,ASME B16.9,0.9,"10"" ELBOW 90D, LR, BW, ASME 16.9, WROUGHT STEEL, ASTM/ASME A/SA-234-WPB, SCH.STD"
125,fitting,90_degree_short_radius_elbow,10.0,,,carbon_steel,A234,WPB,,standard,,wrought,,butt_weld,,ASME 16.28,0.9,"10"" ELBOW 90D, SR, BW, ASME 16.28, WROUGHT STEEL, ASTM/ASME A/SA-234-WPB, SCH.STD"
126,flange,slip_on,10.0,,,carbon_steel,A105,,300,,,forged,raised_face,,,ASME 16.5,0.9,"10"" FLANGE, RFSO, 300#, ASME 16.5, FORGED STEEL, ASTM/ASME A/SA-105"
127,flange,weld_neck,10.0,,,carbon_steel,A105,,150,standard,,forged,raised_face,,,ASME 16.5,0.9,"10"" FLANGE, RFWN, 150#, SCH.STD, ASME 16.5, FORGED STEEL, ASTM/ASME A/SA-105"
128,fitting,tee,10.0,,,carbon_steel,A234,WPB,,standard,,wrought,,butt_weld,,ASME 16.9,0.9,"10"" TEE, BW, ASME 16.9, WROUGHT STEEL, ASTM/ASME A/SA-234-WPB, SCH.STD"
129,fitting,reducing_tee,10.0,4.0,,stainless_steel,A403,WP304/WP304L,,,,W,beveled,BW,,ASME B16.9,0.9,"10X10X4 REDUCING TEE , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE W"
130,fitting,reducing_tee,10.0,4.0,,carbon_steel,A420,WPL6,,,,,beveled,BW,,"ASME B16.9, Type S",0.9,"10X10X4 REDUCING TEE , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S"
131,fitting,reducing_tee,10.0,4.0,,low_temperature_carbon_steel,A420,WPL6,,STD,,,beveled,BW,,ASME B16.9,0.9,"10X10X4 REDUCING TEE , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-STD"
132,fitting,reducing_tee,10.0,4.0,,carbon_steel,A420,WPL6,,,,W,beveled,BW,,ASME B16.9,0.9,"10X10X4 REDUCING TEE , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE W"
133,fitting,reducing_tee,10.0,6.0,,stainless_steel,A403,WP304/WP304L,,,,Type W,beveled,BW,,ASME B16.9,0.9,"10X10X6 REDUCING TEE , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE W"
134,fitting,reducing_tee,10.0,6.0,,stainless_steel,A403,WP304/WP304L,,10S,,,beveled,BW,,ASME B16.9,0.9,"10X10X6 REDUCING TEE , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE W S-10S"
135,fitting,reducing_tee,10.0,6.0,,carbon_steel,A420,WPL6,,,,,beveled,BW,,type S,0.9,"10X10X6 REDUCING TEE , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S"
136,fitting,reducing_tee,10.0,6.0,,carbon_steel,A420,WPL6,,STD,,,beveled,BW,,ASME B16.9,0.9,"10X10X6 REDUCING TEE , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-STD"
137,fitting,reducing_tee,10.0,6.0,,carbon_steel,A420,WPL6,,,,W,beveled,BW,,ASME B16.9,0.9,"10X10X6 REDUCING TEE , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE W"
138,fitting,reducing_tee,10.0,8.0,,stainless_steel,A403,WP316/WP316L,,,,Type S,beveled,BW,,ASME B16.9,0.9,"10X10X8 REDUCING TEE , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP316/WP316L , TYPE S"
139,fitting,reducing_tee,10.0,8.0,,stainless_steel,A403,WP316/WP316L,,10S,10S,,beveled,BW,,ASME B16.9,0.9,"10X10X8 REDUCING TEE , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP316/WP316L , TYPE S S-10S"
140,fitting,reducing_tee,10.0,8.0,,low_temperature_carbon_steel,A420,WPL6,,,,,beveled,BW,,ASME B16.9,0.9,"10X10X8 REDUCING TEE , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S"
141,fitting,reducing_tee,10.0,8.0,,carbon_steel,A420,WPL6,,,,Type W,beveled,BW,,ASME B16.9,0.9,"10X10X8 REDUCING TEE , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE W"
142,fitting,reducing_tee,10.0,8.0,,low_temperature_carbon_steel,A420,WPL6,,standard,,,beveled,BW,,ASME B16.9,0.9,"10X10X8 REDUCING TEE , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE W S-STD"
143,fitting,concentric_reducer,10.0,8.0,,carbon_steel,A420,WPL6,,STD,,,beveled,BW,,ASME B16.9,0.9,"10X8 CONCENTRIC REDUCER , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-STD"
144,fitting,eccentric_reducer,10.0,8.0,,stainless_steel,A403,WP304/WP304L,,10S,10S,,beveled,BW,,ASME B16.9,0.9,"10X8 ECCENTRIC REDUCER , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE W S-10S"
145,fitting,eccentric_reducer,10.0,8.0,,stainless_steel,A403,WP304/WP304L,,40S,40S,,beveled,BW,,ASME B16.9,0.9,"10X8 ECCENTRIC REDUCER , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE W S-40S"
146,fitting,eccentric_reducer,10.0,8.0,,carbon_steel,A420,WPL6,,STD,,,beveled,,,ASME B16.9,0.9,"10X8 ECCENTRIC REDUCER , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-STD"
147,valve,ball_valve,1.5,,,carbon_steel,,,1500,,,,,threaded,ll,1pc,0.9,1-1/2 CS 1500# THRD 1PC BV LL
148,fitting,coupling,1.5,,,,,E 75,,,,,,"threaded, groove",,"lightweight, flexible",0.8,1-1/2 PTD LW FLX GRV COUP E 75
149,fitting,masterlink,1.0,1.5,,,,,,,,,,,,F/ 1/0,0.7,1-1-1/2-2 MASTERLINK F/ 1/0
150,fitting,45_degree_long_radius_elbow,12.0,,,stainless_steel,A403,WP304/WP304L,,40S,,,beveled,BW,,ASME B16.9,0.9,"12 45 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE W S-40S"
151,fitting,long_radius_45_elbow,12.0,,,carbon_steel,A420,WPL6,,standard,,,beveled,BW,,ASME B16.9,0.9,"12 45 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-STD"
152,fitting,45_degree_long_radius_elbow,12.0,,,low_temp_carbon_steel,A420,WPL6,,STD,,,beveled,BW,,ASME B16.9,0.9,"12 45 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE W S-STD"
153,fitting,90_degree_long_radius_elbow,12.0,,,alloy_steel,A234,WP11,class_1,80,,,beveled,BW,,ASME B16.9,0.9,"12 90 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A234 GRADE WP11 CLASS 1 , TYPE S S-80"
154,fitting,90_degree_long_radius_elbow,12.0,,,stainless_steel,A403,WP304/WP304L,,10S,,,beveled,BW,,ASME B16.9,0.9,"12 90 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE W S-10S"
155,fitting,long_radius_elbow_90,12.0,,,stainless_steel,A403,WP304/WP304L,,40S,,,beveled,BW,,ASME B16.9,0.9,"12 90 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE W S-40S"
156,flange,blind,12.0,,,stainless_steel,A182,F304/F304L,150,,,,raised_face,flanged,,ASME B16.5,1.0,"12 BLIND FLANGE , ASME B16.5 , CLASS 150 , RAISED-FACE FLANGED END , ASTM A182 GRADE F 304/F 304L"
157,pipe,seamless_pipe,12.0,,,carbon_steel,A106,B,,standard,,seamless,beveled,be,,ASME B36.10,0.9,"12 PIPE , ASME B36.10 , BEVELED END , ASTM A106-B , SEAMLESS S-STD"
158,pipe,erw_pipe,12.0,,,carbon_steel,A333,6,,standard,,erw,beveled,,,"ASME B36.10, EJ = 0.85",0.9,"12 PIPE , ASME B36.10 , BEVELED END , ASTM A333-6 , ELECTRIC RESISTANCE WELDED (EJ = 0.85) S-STD"
159,pipe,seamless_pipe,12.0,,,stainless_steel,A312,TP316/TP316L,,10S,,seamless,beveled,,,ASME B36.19,0.9,"12 PIPE , ASME B36.19 , BEVELED END , ASTM A312 GRADE TP316/TP316L , SEAMLESS S-10S"
160,fitting,tee,12.0,,,carbon_steel,A234,WPB,,standard,,,beveled,BW,,ASME B16.9,0.9,"12 TEE , ASME B16.9 , BEVELED END , ASTM A234 GRADE WPB , TYPE S S-STD"
161,flange,weld_neck,12.0,,,carbon_steel,A105,N,150,STD,,,raised_face,flanged,,ASME B16.5,0.9,"12 WELD NECK FLANGE , ASME B16.5 , CLASS 150 , RAISED-FACE FLANGED END , ASTM A105N ,- S-STD"
162,flange,weld_neck,12.0,,,carbon_steel,A350,LF2,150,STD,,,raised_face,flanged,,"ASME B16.5, Class 1",0.9,"12 WELD NECK FLANGE , ASME B16.5 , CLASS 150 , RAISED-FACE FLANGED END , ASTM A350 GRADE LF2 CLASS 1 S-STD"
163,flange,weld_neck,12.0,,,carbon_steel,A105,N,300,STD,,,raised_face,flanged,,ASME B16.5,0.9,"12 WELD NECK FLANGE , ASME B16.5 , CLASS 300 , RAISED-FACE FLANGED END , ASTM A105N ,- S-STD"
164,flange,weld_neck,12.0,,,stainless_steel,A182,F304/F304L,300,40S,,,raised_face,flanged,,ASME B16.5,1.0,"12 WELD NECK FLANGE , ASME B16.5 , CLASS 300 , RAISED-FACE FLANGED END , ASTM A182 GRADE F 304/F 304L S-40S"
165,flange,weld_neck,12.0,,,carbon_steel,A350,LF2,600,STD,,,raised_face,flanged,,class_1,0.9,"12 WELD NECK FLANGE , ASME B16.5 , CLASS 600 , RAISED-FACE FLANGED END , ASTM A350 GRADE LF2 CLASS 1 S-STD"
166,fitting,long_radius_45_degree_elbow,12.0,,,carbon_steel,A234,WPB,,standard,,wrought,,butt_weld,,ASME B16.9,0.9,"12"" ELBOW 45D, LR, BW, ASME 16.9, WROUGHT STEEL, ASTM/ASME A/SA-234-WPB, SCH.STD"
167,fitting,90_degree_long_radius_elbow,12.0,,,carbon_steel,A234,WPB,,standard,,wrought,,butt_weld,,ASME B16.9,0.9,"12"" ELBOW 90D, LR, BW, ASME 16.9, WROUGHT STEEL, ASTM/ASME A/SA-234-WPB, SCH.STD"
168,fitting,short_radius_90_elbow,12.0,,,stainless_steel,ANSI B16.9,304,,10S,,,,butt_weld,,,0.9,"12"" ELBOW 90D, SR BW, ANSI B16.9, 304SS, SCH 10S"
169,fitting,short_radius_90_elbow,12.0,,,carbon_steel,A234,WPB,,standard,,wrought,,butt_weld,,ASME 16.28,0.9,"12"" ELBOW 90D, SR, BW, ASME 16.28, WROUGHT STEEL, ASTM/ASME A/SA-234-WPB, SCH.STD"
170,flange,blind,12.0,,,carbon_steel,A105,,150,,,forged,,,,ASME 16.5,0.9,"12"" FLANGE, 150# BLIND, ASME 16.5, FORGED STEEL, ASTM/ASME A/SA-105"
171,flange,slip_on,12.0,,,carbon_steel,A105,,150,,,forged,raised_face,,,ASME 16.5,0.9,"12"" FLANGE, RFSO, 150#, ASME 16.5, FORGED STEEL, ASTM/ASME A/SA-105"
172,flange,slip_on,12.0,,,carbon_steel,A105,,300,,,forged,raised_face,,,ASME 16.5,0.9,"12"" FLANGE, RFSO, 300#, ASME 16.5, FORGED STEEL, ASTM/ASME A/SA-105"
173,flange,weld_neck,12.0,,,stainless_steel,A182,F304L,300,10S,,,raised_face,,,,1.0,"12"" FLANGE, RFWN, 300#, SCH.10S, STAINLESS STEEL, 304SS, ASTM/ASME A/SA-182-F304L"
174,flange,weld_neck,12.0,,,carbon_steel,A105,,300,standard,,forged,raised_face,,,ASME 16.5,0.9,"12"" FLANGE, RFWN, 300#, SCH.STD, ASME 16.5, FORGED STEEL, ASTM/ASME A/SA-105"
175,pipe,ERW,12.0,,,carbon_steel,A53,B,,standard,,ERW,black,,,,0.9,"12"" PIPE, ASTM A53, GRADE B, CS BLK, ERW, SCH.STD"
176,fitting,concentric_reducer,12.0,6.0,,carbon_steel,A234,WPB,,standard,,wrought,,butt_weld,,ASME 16.9,0.9,"12""X6"" REDUCER, CONC, BW, ASME 16.9, WROUGHT STEEL, ASTM/ASME A/SA-234-WPB, SCH.STD"
177,fitting,concentric_reducer,12.0,8.0,,carbon_steel,A234,WPB,,standard,,wrought,BW,butt_weld,,ASME 16.9,0.9,"12""X8"" REDUCER, CONC, BW, ASME 16.9, WROUGHT STEEL, ASTM/ASME A/SA-234-WPB, SCH.STD"
178,fitting,concentric_reducer,12.0,10.0,,carbon_steel,A420,WPL6,,STD,,,beveled,BW,,ASME B16.9,0.9,"12X10 CONCENTRIC REDUCER , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-STD"
179,fitting,eccentric_reducer,12.0,10.0,,carbon_steel,A234,WPB,,STD,STD,,beveled,BW,,ASME B16.9,0.9,"12X10 ECCENTRIC REDUCER , ASME B16.9 , BEVELED END , ASTM A234 GRADE WPB , TYPE S S-STD"
180,fitting,concentric_reducer,12.0,6.0,,low_temperature_carbon_steel,A420,WPL6,,STD,STD,,beveled,BW,,ASME B16.9,0.9,"12X6 CONCENTRIC REDUCER , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-STD"
181,fitting,eccentric_reducer,12.0,6.0,,carbon_steel,A420,WPL6,,STD,,,beveled,BW,,ASME B16.9,0.9,"12X6 ECCENTRIC REDUCER , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-STD"
182,fitting,long_radius_elbow_45,14.0,,,stainless_steel,A403,WP304/WP304L,,10S,,,beveled,BW,,ASME B16.9,0.9,"14 45 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE W S-10S"
183,fitting,long_radius_elbow_45,14.0,,,carbon_steel,A420,WPL6,,STD,,,beveled,BW,,ASME B16.9,0.9,"14 45 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-STD"
184,fitting,long_radius_elbow_90,14.0,,,carbon_steel,A234,WPB,,standard,,,beveled,BW,,ASME B16.9,0.9,"14 90 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A234 GRADE WPB , TYPE S S-STD"
185,fitting,90_degree_long_radius_elbow,14.0,,,stainless_steel,A403,WP304/WP304L,,40S,,,beveled,BW,,ASME B16.9,0.9,"14 90 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE W S-40S"
186,fitting,90_degree_long_radius_elbow,14.0,,,stainless_steel,A403,WP304/WP304L,,S-60,,,beveled,BW,,ASME B16.9,0.9,"14 90 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE WX S-60"
187,fitting,90_degree_long_radius_elbow,14.0,,,carbon_steel,A420,WPL6,,standard,,,beveled,butt_weld,,ASME B16.9,0.9,"14 90 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-STD"
188,fitting,long_radius_90_elbow,14.0,,,carbon_steel,A420,WPL6,,XS,,,beveled,BW,,ASME B16.9,0.9,"14 90 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-XS"
189,fitting,long_radius_elbow_90,14.0,,,low_temp_carbon_steel,A420,WPL6,,standard,,,beveled,butt_weld,,ASME B16.9,0.9,"14 90 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE W S-STD"
190,pipe,seamless_pipe,14.0,,,carbon_steel,A106,B,,extra_strong,,seamless,beveled,,,ASME B36.10,0.9,"14 PIPE , ASME B36.10 , BEVELED END , ASTM A106-B , SEAMLESS S-XS"
191,pipe,welded_pipe,14.0,,,stainless_steel,A312,TP304/TP304L,,40S,,electric_fusion_welded,beveled,,,EJ = 0.80,0.9,"14 PIPE , ASME B36.19 , BEVELED END , ASTM A312 GRADE TP304/TP304L , ELECTRIC FUSION WELDED , (EJ = 0.80) S-40S"
192,flange,slip_on,14.0,,,carbon_steel,A350,LF2,150,,,,raised_face,flanged,,Class 1,0.9,"14 SLIP-ON FLANGE, HUB TYPE , ASME B16.5 , CLASS 150 , RAISED-FACE FLANGED END , ASTM A350 GRADE LF2 CLASS 1"
193,flange,weld_neck,14.0,,,carbon_steel,A105,N,150,STD,,,raised_face,flanged,,ASME B16.5,0.9,"14 WELD NECK FLANGE , ASME B16.5 , CLASS 150 , RAISED-FACE FLANGED END , ASTM A105N ,- S-STD"
194,flange,weld_neck,14.0,,,carbon_steel,A350,LF2,150,STD,,,raised_face,flanged,,"ASME B16.5, Class 1",0.9,"14 WELD NECK FLANGE , ASME B16.5 , CLASS 150 , RAISED-FACE FLANGED END , ASTM A350 GRADE LF2 CLASS 1 S-STD"
195,flange,weld_neck,14.0,,,carbon_steel,A105,N,300,XS,,,raised_face,flanged,,ASME B16.5,0.9,"14 WELD NECK FLANGE , ASME B16.5 , CLASS 300 , RAISED-FACE FLANGED END , ASTM A105N ,- S-XS"
196,gasket,ring_style,14.0,,,stainless_steel,,316,150,,,,,,,"WRI style with CS outer ring, 316 inner ring",0.8,14 WRI 150# 316 FG CS OR 316 IR
197,fitting,cap,14.0,,,carbon_steel,A234,WPB,,standard,,wrought,,butt_weld,,ASME 16.9,0.9,"14"" CAP, BW, ASME 16.9, WROUGHT STEEL, ASTM/ASME A/SA-234-WPB, SCH.STD"
198,flange,slip_on,14.0,,,carbon_steel,A105,,150,,,forged,raised_face,,,ASME 16.5,0.9,"14"" FLANGE, RFSO, 150#, ASME 16.5, FORGED STEEL, ASTM/ASME A/SA-105"
199,pipe,erw_pipe,14.0,,,carbon_steel,A53,B,,standard,,ERW,black,,,,0.9,"14"" PIPE, ASTM A53, GRADE B, CS BLK, ERW, SCH.STD"
200,fitting,concentric_reducer,14.0,10.0,,carbon_steel,A234,WPB,,standard,,wrought,,butt_weld,,ASME 16.9,0.9,"14""X10"" REDUCER, CONC, BW, ASME 16.9, WROUGHT STEEL, ASTM/ASME A/SA-234-WPB, SCH.STD"
201,fitting,concentric_reducer,14.0,8.0,,carbon_steel,A234,WPB,,standard,standard,wrought,,butt_weld,,ASME 16.9,0.9,"14""X8"" REDUCER, CONC, BW, ASME 16.9, WROUGHT STEEL, ASTM/ASME A/SA-234-WPB, SCH.STD"
202,fitting,eccentric_reducer,14.0,12.0,,low_temperature_carbon_steel,A420,WPL6,,STD,,,beveled,BW,,ASME B16.9,0.9,"14X12 ECCENTRIC REDUCER , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-STD"
203,fitting,long_radius_45_degree_elbow,16.0,,,carbon_steel,A234,WPB,,standard,,,beveled,butt_weld,,ASME B16.9,0.9,"16 45 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A234 GRADE WPB , TYPE S S-STD"
204,fitting,long_radius_elbow_45deg,16.0,,,stainless_steel,A403,WP304/WP304L,,40S,,,beveled,BW,,ASME B16.9,0.9,"16 45 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE WX S-40S"
205,fitting,long_radius_elbow_45,16.0,,,carbon_steel,A420,WPL6,,standard,,,beveled,BW,,ASME B16.9,0.9,"16 45 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-STD"
206,fitting,long_radius_45_elbow,16.0,,,carbon_steel,A420,WPL6,,extra_strong,,,beveled,butt_weld,,ASME B16.9,0.9,"16 45 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-XS"
207,fitting,90_degree_long_radius_elbow,16.0,,,carbon_steel,A234,WPB,,STD,,,beveled,BW,,ASME B16.9,0.9,"16 90 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A234 GRADE WPB , TYPE S S-STD"
208,fitting,long_radius_elbow_90,16.0,,,carbon_steel,A420,WPL6,,STD,,,beveled,BW,,ASME B16.9,0.9,"16 90 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-STD"
209,fitting,long_radius_elbow,16.0,,,low_temperature_carbon_steel,A420,WPL6,,extra_strong,,,beveled,butt_weld,,ASME B16.9,0.9,"16 90 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-XS"
210,fitting,cap,16.0,,,stainless_steel,A403,WP316/WP316L,,10S,,,beveled,BW,,ASME B16.9,0.9,"16 CAP , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP316/WP316L , TYPE W S-10S"
211,pipe,seamless_pipe,16.0,,,carbon_steel,A106,B,,standard,,seamless,beveled,,,ASME B36.10,0.9,"16 PIPE , ASME B36.10 , BEVELED END , ASTM A106-B , SEAMLESS S-STD"
212,pipe,pipe_welded,16.0,,,stainless_steel,A312,TP316/TP316L,,10S,,electric_fusion_welded,beveled,bw,,EJ = 0.80,0.9,"16 PIPE , ASME B36.19 , BEVELED END , ASTM A312 GRADE TP316/TP316L , ELECTRIC FUSION WELDED , (EJ = 0.80) S-10S"
213,flange,slip_on,16.0,,,carbon_steel,A350,LF2,150,,,,raised_face,flanged,,"hub type, class 1",0.9,"16 SLIP-ON FLANGE, HUB TYPE , ASME B16.5 , CLASS 150 , RAISED-FACE FLANGED END , ASTM A350 GRADE LF2 CLASS 1"
214,fitting,tee,16.0,,,carbon_steel,A420,WPL6,,standard,,,beveled,butt_weld,,ASME B16.9,0.9,"16 TEE , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-STD"
215,flange,weld_neck,16.0,,,carbon_steel,A350,LF2,150,STD,,,raised_face,flanged,,"ASME B16.5, Class 1",1.0,"16 WELD NECK FLANGE , ASME B16.5 , CLASS 150 , RAISED-FACE FLANGED END , ASTM A350 GRADE LF2 CLASS 1 S-STD"
216,flange,weld_neck,16.0,,,carbon_steel,A105,N,300,STD,,,raised_face,flanged,,ASME B16.5,0.9,"16 WELD NECK FLANGE , ASME B16.5 , CLASS 300 , RAISED-FACE FLANGED END , ASTM A105N ,- S-STD"
217,flange,weld_neck,16.0,,,stainless_steel,A182,F304/F304L,300,40S,,,raised_face,flanged,,ASME B16.5,1.0,"16 WELD NECK FLANGE , ASME B16.5 , CLASS 300 , RAISED-FACE FLANGED END , ASTM A182 GRADE F 304/F 304L S-40S"
218,flange,weld_neck,16.0,,,carbon_steel,A350,LF2,300,STD,,,raised_face,flanged,,"ASME B16.5, Class 1",0.9,"16 WELD NECK FLANGE , ASME B16.5 , CLASS 300 , RAISED-FACE FLANGED END , ASTM A350 GRADE LF2 CLASS 1 S-STD"
219,flange,weld_neck,16.0,,,carbon_steel,A350,LF2,300,XS,,,raised_face,flanged,,"ASME B16.5, Class 1",0.9,"16 WELD NECK FLANGE , ASME B16.5 , CLASS 300 , RAISED-FACE FLANGED END , ASTM A350 GRADE LF2 CLASS 1 S-XS"
220,fitting,cap,16.0,,,carbon_steel,A234,WPB,,standard,,wrought,,butt_weld,,ASME 16.9,0.9,"16"" CAP, BW, ASME 16.9, WROUGHT STEEL, ASTM/ASME A/SA-234-WPB, SCH.STD"
221,fitting,45_degree_long_radius_elbow,16.0,,,carbon_steel,A234,WPB,,standard,,wrought,,butt_weld,,ASME B16.9,0.9,"16"" ELBOW 45D, LR, BW, ASME 16.9, WROUGHT STEEL, ASTM/ASME A/SA-234-WPB, SCH.STD"
222,fitting,90_degree_long_radius_elbow,16.0,,,stainless_steel,B16.9,304,,10S,,,,butt_weld,,,0.9,"16"" ELBOW 90D, LR, BW, ANSI B16.9, 304SS, SCH 10S"
223,fitting,90_degree_long_radius_elbow,16.0,,,carbon_steel,A234,WPB,,standard,,wrought,,butt_weld,,ASME B16.9,0.9,"16"" ELBOW 90D, LR, BW, ASME 16.9, WROUGHT STEEL, ASTM/ASME A/SA-234-WPB, SCH.STD"
224,flange,slip_on,16.0,,,carbon_steel,A105,,150,,,forged,flat_face,,,ASME 16.5,0.9,"16"" FLANGE, FFSO, 150#, ASME 16.5, FORGED STEEL, ASTM/ASME A/SA-105"
